newid,daytime,latitude,longitude
2018090500080 ,2018/9/5 0:28,43.054819,141.353834
2018090500049 ,2018/9/5 0:28,43.055801,141.340368
2018090500088 ,2018/9/5 0:29,42.851502,141.624383
2018090500002 ,2018/9/5 0:29,35.905213,139.625553
2018090500010 ,2018/9/5 0:29,31.868451,131.426267
2018090500032 ,2018/9/5 0:29,43.020252,141.432257
2018090500043 ,2018/9/5 0:30,43.064609,141.355596
2018090500072 ,2018/9/5 0:30,43.05261,141.352466
2018090500062 ,2018/9/5 0:30,34.697917,135.478798
2018090500049 ,2018/9/5 0:31,43.055787,141.340196
2018090500052 ,2018/9/5 0:32,43.103372,141.324324
2018090500019 ,2018/9/5 0:33,42.49964,141.14159
2018090500049 ,2018/9/5 0:33,43.055787,141.340196
2018090500088 ,2018/9/5 0:34,42.851502,141.624383
2018090500032 ,2018/9/5 0:34,43.020232,141.43225
2018090500072 ,2018/9/5 0:35,43.05261,141.352466
2018090500001 ,2018/9/5 0:35,43.061306,141.353033
2018090500043 ,2018/9/5 0:36,43.065649,141.35466
2018090500002 ,2018/9/5 0:36,35.905199,139.625613
2018090500088 ,2018/9/5 0:36,42.851502,141.624383
2018090500011 ,2018/9/5 0:37,43.059316,141.349881
2018090500049 ,2018/9/5 0:38,43.055763,141.340483
2018090500019 ,2018/9/5 0:38,42.49964,141.14159
2018090500072 ,2018/9/5 0:40,43.05261,141.352466
2018090500074 ,2018/9/5 0:40,43.131362,141.209424
2018090500032 ,2018/9/5 0:41,43.02054,141.431871
2018090500043 ,2018/9/5 0:41,43.066111,141.354932
2018090500002 ,2018/9/5 0:41,35.905199,139.625613
2018090500052 ,2018/9/5 0:42,43.103372,141.324324
2018090500019 ,2018/9/5 0:43,42.497127,141.141439
2018090500049 ,2018/9/5 0:43,43.055777,141.340677
2018090500062 ,2018/9/5 0:44,34.697917,135.478798
2018090500088 ,2018/9/5 0:44,42.851502,141.624383
2018090500082 ,2018/9/5 0:45,42.64682,141.612272
2018090500072 ,2018/9/5 0:45,43.05261,141.352466
2018090500001 ,2018/9/5 0:45,43.061306,141.353033
2018090500002 ,2018/9/5 0:46,35.90521,139.62558
2018090500043 ,2018/9/5 0:46,43.066111,141.354932
2018090500062 ,2018/9/5 0:46,34.696556,135.477999
2018090500019 ,2018/9/5 0:48,42.497127,141.141439
2018090500049 ,2018/9/5 0:48,43.055775,141.340664
2018090500088 ,2018/9/5 0:49,42.851502,141.624383
2018090500072 ,2018/9/5 0:50,43.05261,141.352466
2018090500088 ,2018/9/5 0:50,42.851502,141.624383
2018090500010 ,2018/9/5 0:50,31.868274,131.425921
2018090500043 ,2018/9/5 0:52,43.066111,141.354932
2018090500002 ,2018/9/5 0:52,35.905206,139.625505
2018090500082 ,2018/9/5 0:52,42.660859,141.624583
2018090500052 ,2018/9/5 0:53,43.103372,141.324324
2018090500049 ,2018/9/5 0:53,43.055813,141.340757
2018090500019 ,2018/9/5 0:53,42.496932,141.141754
2018090500062 ,2018/9/5 0:54,34.697917,135.478798
2018090500088 ,2018/9/5 0:55,42.851502,141.624383
2018090500072 ,2018/9/5 0:55,43.05261,141.352466
2018090500001 ,2018/9/5 0:56,43.061306,141.353033
2018090500082 ,2018/9/5 0:56,42.659291,141.627614
2018090500043 ,2018/9/5 0:57,43.066111,141.354932
2018090500002 ,2018/9/5 0:57,35.905206,139.625505
2018090500049 ,2018/9/5 0:58,43.0558,141.340425
2018090500043 ,2018/9/5 0:58,43.065823,141.355026
2018090500003 ,2018/9/5 0:59,42.592937,140.760031
2018090500019 ,2018/9/5 0:59,42.496932,141.141754
2018090500088 ,2018/9/5 1:00,42.851502,141.624383
2018090500072 ,2018/9/5 1:01,43.05261,141.352466
2018090500001 ,2018/9/5 1:02,43.061306,141.353033
2018090500043 ,2018/9/5 1:02,43.065775,141.353381
2018090500001 ,2018/9/5 1:03,43.062576,141.353037
2018090500049 ,2018/9/5 1:03,43.055793,141.340631
2018090500002 ,2018/9/5 1:03,35.905204,139.625581
2018090500052 ,2018/9/5 1:03,43.103372,141.324324
2018090500019 ,2018/9/5 1:04,42.496932,141.141754
2018090500088 ,2018/9/5 1:05,42.851502,141.624383
2018090500003 ,2018/9/5 1:05,42.592905,140.760034
2018090500072 ,2018/9/5 1:06,43.05261,141.352466
2018090500019 ,2018/9/5 1:07,42.496932,141.141754
2018090500062 ,2018/9/5 1:07,34.697917,135.478798
2018090500043 ,2018/9/5 1:07,43.065849,141.353866
2018090500002 ,2018/9/5 1:08,35.905204,139.625581
2018090500049 ,2018/9/5 1:08,43.055839,141.340296
2018090500002 ,2018/9/5 1:08,35.905212,139.625567
2018090500088 ,2018/9/5 1:11,42.851502,141.624383
2018090500003 ,2018/9/5 1:11,42.592937,140.760032
2018090500049 ,2018/9/5 1:13,43.055704,141.339919
2018090500072 ,2018/9/5 1:13,43.05261,141.352466
2018090500067 ,2018/9/5 1:13,43.050248,141.355244
2018090500052 ,2018/9/5 1:13,43.103372,141.324324
2018090500043 ,2018/9/5 1:13,43.065427,141.354673
2018090500002 ,2018/9/5 1:14,35.905212,139.625567
2018090500019 ,2018/9/5 1:14,42.498004,141.141219
2018090500001 ,2018/9/5 1:15,43.061306,141.353033
2018090500088 ,2018/9/5 1:16,42.851502,141.624383
2018090500040 ,2018/9/5 1:17,35.664353,139.75733
2018090500062 ,2018/9/5 1:18,34.697917,135.478798
2018090500049 ,2018/9/5 1:18,43.05579,141.340481
2018090500043 ,2018/9/5 1:18,43.065257,141.353953
2018090500072 ,2018/9/5 1:18,43.05261,141.352466
2018090500019 ,2018/9/5 1:19,42.497127,141.141439
2018090500007 ,2018/9/5 1:19,42.819444,141.647343
2018090500002 ,2018/9/5 1:20,35.905199,139.625613
2018090500088 ,2018/9/5 1:21,42.851502,141.624383
2018090500082 ,2018/9/5 1:21,42.659154,141.627524
2018090500082 ,2018/9/5 1:21,42.659154,141.627524
2018090500052 ,2018/9/5 1:23,43.103372,141.324324
2018090500049 ,2018/9/5 1:23,43.056111,141.339906
2018090500043 ,2018/9/5 1:23,43.06579,141.354899
2018090500072 ,2018/9/5 1:24,43.05261,141.352466
2018090500072 ,2018/9/5 1:24,43.05261,141.352466
2018090500072 ,2018/9/5 1:24,43.05261,141.352466
2018090500019 ,2018/9/5 1:24,42.497127,141.141439
2018090500076 ,2018/9/5 1:25,43.067007,141.370525
2018090500001 ,2018/9/5 1:25,43.061306,141.353033
2018090500088 ,2018/9/5 1:26,42.851502,141.624383
2018090500002 ,2018/9/5 1:27,35.905212,139.625567
2018090500049 ,2018/9/5 1:28,43.055751,141.340717
2018090500043 ,2018/9/5 1:28,43.06572,141.354756
2018090500062 ,2018/9/5 1:30,34.697917,135.478798
2018090500019 ,2018/9/5 1:30,42.499621,141.141579
2018090500076 ,2018/9/5 1:31,43.067007,141.370525
2018090500072 ,2018/9/5 1:31,43.05261,141.352466
2018090500049 ,2018/9/5 1:31,43.055813,141.340757
2018090500088 ,2018/9/5 1:31,42.851502,141.624383
2018090500011 ,2018/9/5 1:33,43.059577,141.350152
2018090500049 ,2018/9/5 1:33,43.055813,141.340757
2018090500052 ,2018/9/5 1:34,43.103372,141.324324
2018090500067 ,2018/9/5 1:34,43.049397,141.355287
2018090500002 ,2018/9/5 1:34,35.905196,139.625528
2018090500050 ,2018/9/5 1:35,35.542006,139.669864
2018090500061 ,2018/9/5 1:35,35.56258,139.718643
2018090500043 ,2018/9/5 1:36,43.065783,141.354883
2018090500072 ,2018/9/5 1:36,43.05261,141.352466
2018090500076 ,2018/9/5 1:36,43.067007,141.370525
2018090500001 ,2018/9/5 1:36,43.061306,141.353033
2018090500040 ,2018/9/5 1:37,35.664515,139.756887
2018090500088 ,2018/9/5 1:37,42.851502,141.624383
2018090500049 ,2018/9/5 1:38,43.055791,141.340603
2018090500019 ,2018/9/5 1:38,42.498614,141.141378
2018090500002 ,2018/9/5 1:39,35.905211,139.625556
2018090500076 ,2018/9/5 1:41,43.067007,141.370525
2018090500062 ,2018/9/5 1:42,34.697917,135.478798
2018090500062 ,2018/9/5 1:42,34.696556,135.477999
2018090500088 ,2018/9/5 1:42,42.851502,141.624383
2018090500072 ,2018/9/5 1:43,43.05261,141.352466
2018090500049 ,2018/9/5 1:43,43.05584,141.340336
2018090500082 ,2018/9/5 1:43,42.659151,141.627534
2018090500089 ,2018/9/5 1:45,41.773549,140.725185
2018090500089 ,2018/9/5 1:45,41.773549,140.725185
2018090500052 ,2018/9/5 1:45,43.103372,141.324324
2018090500019 ,2018/9/5 1:45,42.498394,141.140588
2018090500043 ,2018/9/5 1:45,43.065775,141.354896
2018090500001 ,2018/9/5 1:46,43.061306,141.353033
2018090500076 ,2018/9/5 1:46,43.067007,141.370525
2018090500002 ,2018/9/5 1:46,35.905211,139.625571
2018090500088 ,2018/9/5 1:47,42.851502,141.624383
2018090500040 ,2018/9/5 1:47,35.664504,139.756883
2018090500088 ,2018/9/5 1:48,42.851502,141.624383
2018090500049 ,2018/9/5 1:48,43.055798,141.340631
2018090500072 ,2018/9/5 1:49,43.05261,141.352466
2018090500001 ,2018/9/5 1:50,43.061306,141.353033
2018090500019 ,2018/9/5 1:50,42.497127,141.141439
2018090500076 ,2018/9/5 1:51,43.067007,141.370525
2018090500043 ,2018/9/5 1:51,43.065058,141.354272
2018090500074 ,2018/9/5 1:52,43.13139,141.209403
2018090500002 ,2018/9/5 1:52,35.905266,139.625647
2018090500049 ,2018/9/5 1:53,43.05574,141.34031
2018090500088 ,2018/9/5 1:53,42.851502,141.624383
2018090500089 ,2018/9/5 1:53,41.773905,140.728359
2018090500062 ,2018/9/5 1:53,34.697917,135.478798
2018090500019 ,2018/9/5 1:55,42.497127,141.141439
2018090500050 ,2018/9/5 1:55,35.545681,139.672088
2018090500072 ,2018/9/5 1:55,43.05261,141.352466
2018090500076 ,2018/9/5 1:56,43.067007,141.370525
2018090500043 ,2018/9/5 1:57,43.065058,141.354272
2018090500052 ,2018/9/5 1:57,43.103372,141.324324
2018090500001 ,2018/9/5 1:57,43.061306,141.353033
2018090500040 ,2018/9/5 1:57,35.664516,139.756882
2018090500049 ,2018/9/5 1:58,43.055772,141.340658
2018090500088 ,2018/9/5 1:58,42.851502,141.624383
2018090500002 ,2018/9/5 1:59,35.905835,139.627041
2018090500019 ,2018/9/5 2:00,42.499621,141.141579
2018090500032 ,2018/9/5 2:00,43.020289,141.432242
2018090500089 ,2018/9/5 2:00,41.773905,140.728359
2018090500076 ,2018/9/5 2:01,43.067007,141.370525
2018090500072 ,2018/9/5 2:01,43.05261,141.352466
2018090500062 ,2018/9/5 2:03,34.697917,135.478798
2018090500043 ,2018/9/5 2:03,43.065058,141.354272
2018090500049 ,2018/9/5 2:03,43.055923,141.340161
2018090500043 ,2018/9/5 2:03,43.065677,141.354673
2018090500088 ,2018/9/5 2:03,42.851502,141.624383
2018090500001 ,2018/9/5 2:04,43.061306,141.353033
2018090500002 ,2018/9/5 2:05,35.915465,139.640637
2018090500001 ,2018/9/5 2:06,43.061306,141.353033
2018090500072 ,2018/9/5 2:06,43.05261,141.352466
2018090500076 ,2018/9/5 2:06,43.067007,141.370525
2018090500052 ,2018/9/5 2:07,43.103372,141.324324
2018090500049 ,2018/9/5 2:08,43.055763,141.340237
2018090500040 ,2018/9/5 2:08,35.66451,139.75689
2018090500088 ,2018/9/5 2:08,42.851502,141.624383
2018090500043 ,2018/9/5 2:09,43.065677,141.354673
2018090500019 ,2018/9/5 2:09,42.498614,141.141378
2018090500089 ,2018/9/5 2:10,41.773808,140.728398
2018090500076 ,2018/9/5 2:11,43.067007,141.370525
2018090500003 ,2018/9/5 2:11,42.592905,140.760034
2018090500002 ,2018/9/5 2:11,35.932495,139.671996
2018090500040 ,2018/9/5 2:13,35.664509,139.756882
2018090500072 ,2018/9/5 2:13,43.05261,141.352466
2018090500049 ,2018/9/5 2:13,43.055798,141.340725
2018090500062 ,2018/9/5 2:14,34.697917,135.478798
2018090500088 ,2018/9/5 2:14,42.851502,141.624383
2018090500043 ,2018/9/5 2:14,43.065677,141.354673
2018090500019 ,2018/9/5 2:15,42.496932,141.141754
2018090500040 ,2018/9/5 2:16,35.664509,139.756886
2018090500076 ,2018/9/5 2:16,43.067007,141.370525
2018090500061 ,2018/9/5 2:16,35.562832,139.719061
2018090500052 ,2018/9/5 2:17,43.103372,141.324324
2018090500049 ,2018/9/5 2:18,43.055813,141.340757
2018090500088 ,2018/9/5 2:19,42.851502,141.624383
2018090500072 ,2018/9/5 2:19,43.05261,141.352466
2018090500001 ,2018/9/5 2:19,43.061306,141.353033
2018090500089 ,2018/9/5 2:20,41.773808,140.728399
2018090500076 ,2018/9/5 2:21,43.067007,141.370525
2018090500019 ,2018/9/5 2:21,42.498394,141.140588
2018090500062 ,2018/9/5 2:22,34.697917,135.478798
2018090500049 ,2018/9/5 2:23,43.055756,141.340572
2018090500061 ,2018/9/5 2:23,35.562828,139.719058
2018090500072 ,2018/9/5 2:24,43.05261,141.352466
2018090500088 ,2018/9/5 2:24,42.851502,141.624383
2018090500019 ,2018/9/5 2:26,42.499621,141.141579
2018090500089 ,2018/9/5 2:26,41.773836,140.728385
2018090500076 ,2018/9/5 2:26,43.067007,141.370525
2018090500040 ,2018/9/5 2:26,35.664504,139.756883
2018090500043 ,2018/9/5 2:28,43.065058,141.354272
2018090500052 ,2018/9/5 2:28,43.103372,141.324324
2018090500049 ,2018/9/5 2:28,43.055776,141.340627
2018090500061 ,2018/9/5 2:28,35.562824,139.719066
2018090500010 ,2018/9/5 2:29,31.868205,131.425924
2018090500072 ,2018/9/5 2:29,43.05261,141.352466
2018090500088 ,2018/9/5 2:29,42.851502,141.624383
2018090500001 ,2018/9/5 2:31,43.061306,141.353033
2018090500019 ,2018/9/5 2:31,42.498394,141.140588
2018090500061 ,2018/9/5 2:33,35.562824,139.719066
2018090500043 ,2018/9/5 2:33,43.065537,141.354679
2018090500049 ,2018/9/5 2:34,43.055751,141.340717
2018090500040 ,2018/9/5 2:34,35.664503,139.75688
2018090500088 ,2018/9/5 2:35,42.851502,141.624383
2018090500062 ,2018/9/5 2:35,34.697917,135.478798
2018090500089 ,2018/9/5 2:35,41.773818,140.728403
2018090500072 ,2018/9/5 2:35,43.05261,141.352466
2018090500019 ,2018/9/5 2:36,42.498394,141.140588
2018090500089 ,2018/9/5 2:37,41.773878,140.728377
2018090500032 ,2018/9/5 2:37,43.020299,141.432318
2018090500043 ,2018/9/5 2:38,43.065566,141.354772
2018090500011 ,2018/9/5 2:38,43.059579,141.350122
2018090500061 ,2018/9/5 2:38,35.562824,139.719069
2018090500052 ,2018/9/5 2:39,43.103372,141.324324
2018090500072 ,2018/9/5 2:40,43.05261,141.352466
2018090500088 ,2018/9/5 2:40,42.851502,141.624383
2018090500019 ,2018/9/5 2:41,42.498394,141.140588
2018090500061 ,2018/9/5 2:41,35.562659,139.718686
2018090500001 ,2018/9/5 2:41,43.061306,141.353033
2018090500089 ,2018/9/5 2:42,41.773878,140.728377
2018090500062 ,2018/9/5 2:42,34.696556,135.477999
2018090500043 ,2018/9/5 2:43,43.065058,141.354272
2018090500023 ,2018/9/5 2:43,43.021419,141.472248
2018090500061 ,2018/9/5 2:44,35.562824,139.719069
2018090500049 ,2018/9/5 2:44,43.055871,141.340334
2018090500062 ,2018/9/5 2:45,34.697917,135.478798
2018090500040 ,2018/9/5 2:45,35.66451,139.75689
2018090500082 ,2018/9/5 2:45,42.659169,141.62756
2018090500015 ,2018/9/5 2:45,34.342379,132.508696
2018090500088 ,2018/9/5 2:46,42.851502,141.624383
2018090500072 ,2018/9/5 2:46,43.05261,141.352466
2018090500019 ,2018/9/5 2:46,42.498394,141.140588
2018090500088 ,2018/9/5 2:46,42.851502,141.624383
2018090500089 ,2018/9/5 2:47,41.773878,140.728377
2018090500043 ,2018/9/5 2:48,43.065058,141.354272
2018090500061 ,2018/9/5 2:49,35.562864,139.719092
2018090500088 ,2018/9/5 2:51,42.851502,141.624383
2018090500019 ,2018/9/5 2:51,42.498394,141.140588
2018090500072 ,2018/9/5 2:51,43.05261,141.352466
2018090500001 ,2018/9/5 2:52,43.061306,141.353033
2018090500011 ,2018/9/5 2:53,43.059584,141.350146
2018090500043 ,2018/9/5 2:53,43.064911,141.353903
2018090500074 ,2018/9/5 2:53,43.131388,141.209409
2018090500061 ,2018/9/5 2:54,35.562864,139.719092
2018090500049 ,2018/9/5 2:54,43.055908,141.340045
2018090500040 ,2018/9/5 2:54,35.664486,139.756967
2018090500088 ,2018/9/5 2:56,42.851502,141.624383
2018090500019 ,2018/9/5 2:56,42.499488,141.141612
2018090500062 ,2018/9/5 2:57,34.697917,135.478798
2018090500072 ,2018/9/5 2:57,43.05261,141.352466
2018090500043 ,2018/9/5 2:58,43.064911,141.353903
2018090500023 ,2018/9/5 2:58,43.023016,141.474379
2018090500023 ,2018/9/5 2:58,43.021661,141.473191
2018090500011 ,2018/9/5 2:58,43.059547,141.350096
2018090500023 ,2018/9/5 2:59,43.02164,141.472991
2018090500061 ,2018/9/5 3:00,35.56169,139.717785
2018090500023 ,2018/9/5 3:01,43.021604,141.473156
2018090500088 ,2018/9/5 3:01,42.851502,141.624383
2018090500019 ,2018/9/5 3:01,42.498004,141.141219
2018090500023 ,2018/9/5 3:02,43.020725,141.471256
2018090500001 ,2018/9/5 3:03,43.061306,141.353033
2018090500043 ,2018/9/5 3:03,43.064911,141.353903
2018090500072 ,2018/9/5 3:03,43.05261,141.352466
2018090500076 ,2018/9/5 3:04,43.066631,141.372243
2018090500043 ,2018/9/5 3:04,43.065058,141.354272
2018090500049 ,2018/9/5 3:04,43.055997,141.340144
2018090500011 ,2018/9/5 3:04,43.059547,141.350096
2018090500061 ,2018/9/5 3:05,35.562819,139.719067
2018090500040 ,2018/9/5 3:05,35.664504,139.756883
2018090500023 ,2018/9/5 3:06,43.021635,141.473012
2018090500019 ,2018/9/5 3:07,42.496932,141.141754
2018090500062 ,2018/9/5 3:07,34.697917,135.478798
2018090500007 ,2018/9/5 3:07,42.819444,141.647343
2018090500088 ,2018/9/5 3:07,42.851502,141.624383
2018090500001 ,2018/9/5 3:07,43.062522,141.352951
2018090500001 ,2018/9/5 3:08,43.063034,141.35232
2018090500043 ,2018/9/5 3:08,43.065058,141.354272
2018090500032 ,2018/9/5 3:09,43.020259,141.43223
2018090500023 ,2018/9/5 3:09,43.02187,141.470609
2018090500011 ,2018/9/5 3:09,43.059541,141.350088
2018090500072 ,2018/9/5 3:09,43.05261,141.352466
2018090500076 ,2018/9/5 3:09,43.066631,141.372243
2018090500061 ,2018/9/5 3:10,35.562819,139.719067
2018090500003 ,2018/9/5 3:11,42.592937,140.760032
2018090500049 ,2018/9/5 3:12,43.055884,141.340113
2018090500019 ,2018/9/5 3:12,42.496932,141.141754
2018090500088 ,2018/9/5 3:12,42.851502,141.624383
2018090500043 ,2018/9/5 3:13,43.065058,141.354272
2018090500040 ,2018/9/5 3:14,35.66528,139.756559
2018090500011 ,2018/9/5 3:14,43.059542,141.350081
2018090500061 ,2018/9/5 3:15,35.562827,139.719066
2018090500076 ,2018/9/5 3:15,43.066631,141.372243
2018090500072 ,2018/9/5 3:15,43.05261,141.352466
2018090500010 ,2018/9/5 3:16,31.868253,131.426032
2018090500067 ,2018/9/5 3:16,43.050268,141.355282
2018090500088 ,2018/9/5 3:17,42.851502,141.624383
2018090500019 ,2018/9/5 3:17,42.497127,141.141439
2018090500043 ,2018/9/5 3:18,43.065058,141.354272
2018090500076 ,2018/9/5 3:18,43.066631,141.372243
2018090500062 ,2018/9/5 3:18,34.697917,135.478798
2018090500062 ,2018/9/5 3:18,34.697917,135.478798
2018090500001 ,2018/9/5 3:18,43.063034,141.35232
2018090500011 ,2018/9/5 3:19,43.059501,141.350041
2018090500072 ,2018/9/5 3:20,43.05261,141.352466
2018090500061 ,2018/9/5 3:20,35.562818,139.719062
2018090500072 ,2018/9/5 3:20,43.05261,141.352466
2018090500032 ,2018/9/5 3:21,43.020252,141.432246
2018090500019 ,2018/9/5 3:22,42.498394,141.140588
2018090500088 ,2018/9/5 3:22,42.851502,141.624383
2018090500043 ,2018/9/5 3:23,43.065345,141.354931
2018090500023 ,2018/9/5 3:23,43.021926,141.472018
2018090500049 ,2018/9/5 3:23,43.056555,141.339492
2018090500011 ,2018/9/5 3:24,43.059501,141.350041
2018090500043 ,2018/9/5 3:24,43.065345,141.354931
2018090500061 ,2018/9/5 3:25,35.562818,139.719062
2018090500076 ,2018/9/5 3:25,43.066631,141.372243
2018090500040 ,2018/9/5 3:26,35.664504,139.756883
2018090500088 ,2018/9/5 3:27,42.851502,141.624383
2018090500019 ,2018/9/5 3:27,42.499488,141.141612
2018090500049 ,2018/9/5 3:28,43.055771,141.340661
2018090500001 ,2018/9/5 3:29,43.063034,141.35232
2018090500011 ,2018/9/5 3:29,43.059569,141.350122
2018090500043 ,2018/9/5 3:29,43.065345,141.354931
2018090500076 ,2018/9/5 3:30,43.066631,141.372243
2018090500062 ,2018/9/5 3:30,34.697917,135.478798
2018090500072 ,2018/9/5 3:30,43.05261,141.352466
2018090500061 ,2018/9/5 3:31,35.562827,139.719066
2018090500032 ,2018/9/5 3:32,43.020259,141.432216
2018090500019 ,2018/9/5 3:32,42.497127,141.141439
2018090500019 ,2018/9/5 3:33,42.498614,141.141378
2018090500088 ,2018/9/5 3:33,42.851502,141.624383
2018090500043 ,2018/9/5 3:34,43.065566,141.354772
2018090500040 ,2018/9/5 3:35,35.664504,139.756883
2018090500011 ,2018/9/5 3:35,43.059544,141.35008
2018090500089 ,2018/9/5 3:36,41.773953,140.728349
2018090500061 ,2018/9/5 3:36,35.562827,139.719066
2018090500049 ,2018/9/5 3:36,43.056021,141.341209
2018090500072 ,2018/9/5 3:36,43.052412,141.352784
2018090500088 ,2018/9/5 3:36,42.851502,141.624383
2018090500089 ,2018/9/5 3:36,41.773549,140.725185
2018090500019 ,2018/9/5 3:37,42.499627,141.141588
2018090500049 ,2018/9/5 3:39,43.055806,141.340587
2018090500043 ,2018/9/5 3:39,43.065566,141.354772
2018090500023 ,2018/9/5 3:40,43.02025,141.472817
2018090500011 ,2018/9/5 3:40,43.059538,141.350088
2018090500062 ,2018/9/5 3:41,34.697917,135.478798
2018090500061 ,2018/9/5 3:41,35.562822,139.719068
2018090500061 ,2018/9/5 3:41,35.562659,139.718686
2018090500072 ,2018/9/5 3:42,43.05261,141.352466
2018090500019 ,2018/9/5 3:42,42.499627,141.141588
2018090500088 ,2018/9/5 3:42,42.851502,141.624383
2018090500062 ,2018/9/5 3:44,34.696556,135.477999
2018090500082 ,2018/9/5 3:44,42.659181,141.627528
2018090500032 ,2018/9/5 3:44,43.020265,141.43224
2018090500043 ,2018/9/5 3:45,43.065566,141.354772
2018090500082 ,2018/9/5 3:45,42.659139,141.627343
2018090500052 ,2018/9/5 3:45,43.103393,141.324354
2018090500011 ,2018/9/5 3:45,43.059538,141.350088
2018090500067 ,2018/9/5 3:45,43.050244,141.355124
2018090500061 ,2018/9/5 3:46,35.562812,139.719072
2018090500040 ,2018/9/5 3:46,35.664511,139.756881
2018090500072 ,2018/9/5 3:47,43.05261,141.352466
2018090500019 ,2018/9/5 3:47,42.49964,141.14159
2018090500088 ,2018/9/5 3:48,42.851502,141.624383
2018090500088 ,2018/9/5 3:48,42.851502,141.624383
2018090500043 ,2018/9/5 3:50,43.065058,141.354272
2018090500052 ,2018/9/5 3:50,43.103438,141.324318
2018090500010 ,2018/9/5 3:50,31.868202,131.425971
2018090500011 ,2018/9/5 3:50,43.059508,141.350041
2018090500062 ,2018/9/5 3:51,34.697917,135.478798
2018090500061 ,2018/9/5 3:51,35.563095,139.718424
2018090500023 ,2018/9/5 3:51,43.021634,141.472931
2018090500019 ,2018/9/5 3:52,42.498394,141.140588
2018090500032 ,2018/9/5 3:52,43.020257,141.43223
2018090500074 ,2018/9/5 3:53,43.131391,141.209402
2018090500088 ,2018/9/5 3:53,42.851502,141.624383
2018090500072 ,2018/9/5 3:53,43.05261,141.352466
2018090500082 ,2018/9/5 3:54,42.659122,141.627311
2018090500043 ,2018/9/5 3:55,43.065058,141.354272
2018090500011 ,2018/9/5 3:55,43.059508,141.350041
2018090500040 ,2018/9/5 3:56,35.66452,139.756898
